Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2021-12-08,"Lava Haul",5.10a,,https://www.mountainproject.com/route/105972941/lava-haul,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.6,-1,Lead,Onsight,Sport,,110,2600
2021-12-08,"Nice Jugs",5.9+,,https://www.mountainproject.com/route/105971528/nice-jugs,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Flavin Haven",3.0,-1,Lead,Onsight,Sport,,90,2500
2021-12-07,"Chukars Gonna Chuk",5.9,,https://www.mountainproject.com/route/118141284/chukars-gonna-chuk,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",1.8,-1,Lead,Onsight,Sport,,60,2400
2021-12-07,"Full Moon Fever",5.11a,,https://www.mountainproject.com/route/113661653/full-moon-fever,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",2.9,-1,TR,,Sport,,80,4600
2021-12-07,"Kidding Aside",5.10a,,https://www.mountainproject.com/route/118194603/kidding-aside,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Kidding Area",2.7,-1,Lead,Onsight,Sport,,80,2600
2021-12-07,"Clips are for Kids",5.8,,https://www.mountainproject.com/route/118234931/clips-are-for-kids,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Kidding Area",3.0,-1,Lead,Onsight,Sport,,75,2100
2021-12-06,"Cocoa Tuffs",5.9,,https://www.mountainproject.com/route/118253250/cocoa-tuffs,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Kidding Area",3.0,-1,Lead,Onsight,Sport,,100,2400
2021-12-06,"Shadow Plan",5.10b,,https://www.mountainproject.com/route/112528203/shadow-plan,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",2.6,-1,Lead,Onsight,Sport,,70,2900
2021-12-06,"Edge Zeppelin",5.10a,,https://www.mountainproject.com/route/112528167/edge-zeppelin,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",2.2,-1,Lead,Onsight,Sport,,50,2600
2021-12-06,Phylanthropy,5.7,,https://www.mountainproject.com/route/113719744/phylanthropy,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",2.8,3,Lead,Onsight,Sport,5.6,70,1800
2021-12-06,Finked,5.7,,https://www.mountainproject.com/route/112528173/finked,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",2.8,-1,Lead,Onsight,Sport,,80,1800
2021-12-06,"Chewy the Beaver",5.8+,,https://www.mountainproject.com/route/112528187/chewy-the-beaver,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Diamondback Area",2.5,-1,Lead,Onsight,Sport,,105,2200
2021-12-05,"Crowd Pleaser",5.9,,https://www.mountainproject.com/route/105897024/crowd-pleaser,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.7,-1,Lead,Onsight,Sport,,80,2400
2021-12-05,"Heart of the Sun",5.9,,https://www.mountainproject.com/route/105897050/heart-of-the-sun,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China",3.1,-1,Lead,Onsight,Sport,,90,2400
2021-12-05,"Child of Light",5.9,,https://www.mountainproject.com/route/105897046/child-of-light,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Great Wall of China",3.0,-1,Lead,Onsight,Sport,,90,2400
2021-12-03,"Bust a Gut",5.10a/b,,https://www.mountainproject.com/route/118317732/bust-a-gut,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",2.7,-1,Lead,Onsight,Sport,,80,2800
2021-12-03,Subatomic,5.10c,"Hung a few times. TR’d it clean afterwards",https://www.mountainproject.com/route/111911907/subatomic,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.5,4,Lead,Fell/Hung,Sport,,115,3200
2021-12-03,[Redacted],5.8,,https://www.mountainproject.com/route/111137775/redacted,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.4,-1,Lead,Onsight,Sport,,83,2100
2021-12-02,"Flame Thrower",5.11c,"Roof was too hard. Lower 10- slab wasn’t too hard",https://www.mountainproject.com/route/105912905/flame-thrower,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,-1,TR,,Sport,,90,5200
2021-12-02,B-Gizzle,5.10d,"Not too hard!",https://www.mountainproject.com/route/106831583/b-gizzle,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.6,-1,TR,,Sport,,60,3500
2021-12-02,Tiddlywinks,5.8,,https://www.mountainproject.com/route/120553207/tiddlywinks,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.0,-1,Lead,Onsight,Sport,,80,2100
2021-12-02,"Becky Route",5.9+,,https://www.mountainproject.com/route/106808844/becky-route,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.9,-1,Lead,Onsight,Sport,,100,2500
2021-12-01,"Racing Lizards",5.7,,https://www.mountainproject.com/route/107152706/racing-lizards,3,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Crags / PSOM Slab > PSOM Slab",2.6,-1,Lead,Onsight,Trad,,,1800
2021-11-29,"Milkylala - The Rocketship",5.10-,"Swung leads. 12 hours car to car",https://www.mountainproject.com/route/112372847/milkylala-the-rocketship,7,"California > Sierra Eastside > Bishop Area > Wheeler Crest > Fifth Canyon",3.4,-1,Lead,,"Sport, Alpine",,800,2700
2021-11-28,"Horn Blended",5.9,,https://www.mountainproject.com/route/113218752/horn-blended,2,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Uptown Rock > Uptown Rock - Lower Tier (aka Delta Wall)",3.3,-1,Lead,Onsight,Sport,,235,2400
2021-11-27,"Feldspar Fixer",5.10a,"TR’d pitch 1 clean",https://www.mountainproject.com/route/113218618/feldspar-fixer,2,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Uptown Rock > Uptown Rock - Lower Tier (aka Delta Wall)",3.0,-1,Lead,Onsight,Sport,,235,2600
2021-11-27,"Uptown Girl",5.9,,https://www.mountainproject.com/route/110026186/uptown-girl,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Uptown Rock > Uptown Rock - Upper Tier",2.5,-1,TR,,Trad,,110,2400
2021-11-27,"Downtown Man",5.7,,https://www.mountainproject.com/route/110026325/downtown-man,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Uptown Rock > Uptown Rock - Upper Tier",3.1,-1,Lead,Onsight,Trad,,210,1800
2021-11-26,"House of Cards",5.11b,,https://www.mountainproject.com/route/109954940/house-of-cards,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Warning Signs",3.1,-1,TR,,Sport,,90,4900
2021-11-26,"Watch For Rocks",5.8,,https://www.mountainproject.com/route/105946191/watch-for-rocks,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Muppets Wall",2.5,-1,Lead,Onsight,Sport,,75,2100
2021-11-26,"Cookie Monster",5.8,,https://www.mountainproject.com/route/112416883/cookie-monster,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Muppets Wall",2.3,-1,Lead,Onsight,Sport,,80,2100
2021-11-26,"Warning Signs",5.10d,,https://www.mountainproject.com/route/105947441/warning-signs,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Warning Signs",3.2,-1,TR,,Sport,,90,3500
2021-11-26,PG13,5.9,,https://www.mountainproject.com/route/105947447/pg13,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Warning Signs",2.4,-1,Lead,Onsight,Sport,,75,2400
2021-11-26,"Time Out (of Mind)",5.8,,https://www.mountainproject.com/route/114052326/time-out-of-mind,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Lower Gorge > Warning Signs",2.5,-1,Lead,Onsight,Sport,,90,2100
2021-11-25,"Ambassadors of Funk",5.10b,"Fell at start and at final crux roof. Climbed crux 1 and 2 clean :)",https://www.mountainproject.com/route/105969591/ambassadors-of-funk,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > [Redacted]",3.1,-1,Lead,Fell/Hung,Sport,,125,2900
2021-11-25,"Black Panther",5.9,,https://www.mountainproject.com/route/118034917/black-panther,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > [Redacted]",3.2,-1,Lead,Onsight,Sport,,100,2400
2021-11-25,"Fear of a Black Planet",5.10a,,https://www.mountainproject.com/route/105916593/fear-of-a-black-planet,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > [Redacted]",2.7,3,Lead,Onsight,Sport,,90,2600
2021-11-24,Digi,5.8,,https://www.mountainproject.com/route/107166646/digi,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Crags / PSOM Slab > PSOM Slab",2.5,-1,Lead,Onsight,Trad,,,2100
2021-11-24,"Go Left Old Man",5.9-,,https://www.mountainproject.com/route/108528338/go-left-old-man,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Crags / PSOM Slab > PSOM Slab",2.2,-1,Lead,Fell/Hung,Sport,,40,2300
2021-11-24,"Lizard Gizzards",5.8,"Fell once",https://www.mountainproject.com/route/107720785/lizard-gizzards,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Crags / PSOM Slab > PSOM Slab",2.5,-1,Lead,Fell/Hung,Sport,,100,2100
2021-11-24,"Slip and Slide",5.10b,,https://www.mountainproject.com/route/108528328/slip-and-slide,1,"California > Sierra Eastside > Bishop Area > Pine Creek Canyon > Scheelite Crags / PSOM Slab > PSOM Slab",2.6,-1,TR,,Sport,,45,2900
2021-11-23,Stonefly,5.10a/b,"Fell once",https://www.mountainproject.com/route/107104180/stonefly,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff",2.4,-1,Lead,Fell/Hung,Sport,,70,2800
2021-11-23,[Redacted],5.10a,"Fell once",https://www.mountainproject.com/route/106142383/redacted,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff",3.0,-1,Lead,Fell/Hung,Sport,,50,2600
2021-11-23,"Cat in the Hat",5.8,,https://www.mountainproject.com/route/106142374/cat-in-the-hat,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff",2.3,-1,Lead,Onsight,Sport,,50,2100
2021-11-23,"Bill's Little Black Book",5.8,,https://www.mountainproject.com/route/109006309/bills-little-black-book,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Triple Play Cliff",2.8,-1,Lead,Onsight,Sport,,100,2100
2021-11-23,"Pippy the Zenhead",5.9,,https://www.mountainproject.com/route/106170901/pippy-the-zenhead,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Upper Gorge > Gorgeous Towers",2.5,-1,Lead,Onsight,Sport,,70,2400
2021-11-21,"Love Crack",5.9,"Fell once during overhang ",https://www.mountainproject.com/route/114117043/love-crack,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt",2.4,-1,Lead,Fell/Hung,Sport,,125,2400
2021-11-21,"Nothern Lite",5.7,,https://www.mountainproject.com/route/105892872/nothern-lite,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt",2.5,-1,Lead,Onsight,Sport,,80,1800
2021-11-21,Paradise,5.9,,https://www.mountainproject.com/route/105897030/paradise,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Banana Belt",3.0,-1,Lead,Onsight,Sport,,115,2400
2021-11-21,"High Seas",5.7,,https://www.mountainproject.com/route/105897513/high-seas,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.4,-1,Lead,Onsight,Sport,,75,1800
2021-11-21,"Clip Jr.",5.6,,https://www.mountainproject.com/route/105891401/clip-jr,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.2,-1,Lead,Onsight,Sport,,,1600
2021-11-20,"Not Too Stout",5.7,,https://www.mountainproject.com/route/106128198/not-too-stout,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Pub Wall",1.6,-1,Lead,Onsight,Sport,,60,1800
2021-11-20,Abitafun,5.9,"Good variety!",https://www.mountainproject.com/route/105969567/abitafun,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Pub Wall",3.0,-1,Lead,Onsight,Sport,,105,2400
2021-11-20,"Humbly, Mumbly, Jumbly",5.10b,"Fell at early crux, then hung at several bolts afterwards",https://www.mountainproject.com/route/105897283/humbly-mumbly-jumbly,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.6,-1,Lead,Fell/Hung,Sport,,80,2900
2021-11-20,"String of Pearls",5.8,,https://www.mountainproject.com/route/109027777/string-of-pearls,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.6,-1,Lead,Onsight,Sport,,80,2100
2021-11-20,"Breaking Wind",5.7,,https://www.mountainproject.com/route/107609133/breaking-wind,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.4,-1,Lead,Onsight,Sport,,75,1800
2021-11-20,Babushka,5.8,"Fell once at crux",https://www.mountainproject.com/route/105896621/babushka,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.9,-1,Lead,Fell/Hung,Sport,,80,2100
2021-11-18,"China Doll",V0,"Solo, no pads. Went up to soon before top out and downclimbed, a few laps",https://www.mountainproject.com/route/106617251/china-doll,1,"California > Sierra Eastside > Bishop Area > Volcanic Tablelands (Happy/Sad Boulders) > Sad Boulders > Molly Area",3.3,-1,Attempt,,Boulder,,18,20008
2021-11-15,"The Mount Whitney Trail","Mod. Snow","Pretty snowy!",https://www.mountainproject.com/route/112830511/the-mount-whitney-trail,1,"California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Whitney",2.8,-1,Solo,,"Snow, Alpine",,,0
2021-10-24,Phoenix,5.10a,,https://www.mountainproject.com/route/105790327/phoenix,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",3.0,-1,Lead,,Sport,,90,2600
2021-10-24,"JT's Route",5.10b,,https://www.mountainproject.com/route/105812559/jts-route,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",3.2,-1,Lead,,Sport,,80,2900
2021-10-24,"Hissing Llamas",5.8,,https://www.mountainproject.com/route/105822353/hissing-llamas,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (3) Phoenix",2.8,-1,Lead,,Sport,,70,2100
2021-10-23,"First Kiss",5.7,"Cory’s first full multipitch lead!",https://www.mountainproject.com/route/105852652/first-kiss,5,"Oregon > Central Oregon > Smith Rock > (t) Kiss of the Lepers Buttress",3.2,-1,Follow,,Sport,,450,1800
2021-10-21,"Out of Harm's Way",5.8,,https://www.mountainproject.com/route/106063725/out-of-harms-way,1,"Oregon > Central Oregon > Smith Rock > (p) Spiderman Buttress",3.0,-1,Lead,Onsight,"Trad, Sport",,90,2100
2021-10-21,"Massive Luxury Overdose (aka Planet Luxury)",5.10c,,https://www.mountainproject.com/route/105808221/massive-luxury-overdose-aka-planet-luxury,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",2.9,-1,Lead,Onsight,Sport,,80,3200
2021-10-21,"Moons of Pluto",5.10d,"Woo! First 10d lead, and done well no less",https://www.mountainproject.com/route/105803003/moons-of-pluto,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",3.8,4,Lead,Redpoint,Sport,,95,3500
2021-10-21,"Screaming Yellow Zonkers",5.10b,,https://www.mountainproject.com/route/105803440/screaming-yellow-zonkers,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",3.5,-1,Lead,Onsight,Sport,,85,2900
2021-10-21,Cosmos,5.10a,,https://www.mountainproject.com/route/105803446/cosmos,1,"Oregon > Central Oregon > Smith Rock > (q) Mesa Verde Wall",2.7,-1,Lead,Onsight,Sport,,70,2600
2021-10-20,Ophelia,5.8,,https://www.mountainproject.com/route/106869037/ophelia,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > East Side > (5) Shakespeare Cliff",2.3,-1,TR,,Trad,,75,2100
2021-10-20,Azog,5.9,,https://www.mountainproject.com/route/105901816/azog,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > East Side > (5) Shakespeare Cliff",3.0,-1,TR,,Trad,,70,2400
2021-10-20,Othello,5.9,,https://www.mountainproject.com/route/105906572/othello,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > East Side > (5) Shakespeare Cliff",2.7,-1,TR,,Trad,,75,2400
2021-10-19,"Purple Headed Warrior",5.7,,https://www.mountainproject.com/route/105804164/purple-headed-warrior,1,"Oregon > Central Oregon > Smith Rock > (e) Western Ship - River Face",2.2,-1,Lead,Onsight,Sport,,80,1800
2021-10-19,"Caffeine Free",5.10b,,https://www.mountainproject.com/route/105803971/caffeine-free,1,"Oregon > Central Oregon > Smith Rock > (e) Western Ship - River Face",2.8,-1,Lead,Onsight,Sport,,80,2900
2021-10-19,COVID-5.10,5.10c,,https://www.mountainproject.com/route/119600477/covid-510,1,"Oregon > Central Oregon > Smith Rock > (e) Western Ship - River Face",2.6,-1,Lead,Onsight,Sport,,,3200
2021-10-19,"The Outsiders",5.9,,https://www.mountainproject.com/route/105820726/the-outsiders,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",2.9,-1,Lead,Onsight,Sport,,80,2400
2021-10-19,"Nine Gallon Buckets",5.10c,"Fell a bit at start, then fell once at 10c crux",https://www.mountainproject.com/route/105800412/nine-gallon-buckets,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.4,-1,Lead,Fell/Hung,Sport,,90,3200
2021-10-18,Revelations,5.9,,https://www.mountainproject.com/route/105804040/revelations,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.4,-1,Lead,Onsight,Sport,,,2400
2021-10-18,"Moonshine Dihedral",5.9,"Hung a bunch first 20 feet, then did well on the rest :)",https://www.mountainproject.com/route/105790283/moonshine-dihedral,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",3.6,-1,Lead,Fell/Hung,Trad,,90,2400
2021-10-18,"New Testament",5.10a,,https://www.mountainproject.com/route/105820346/new-testament,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.8,-1,Lead,Fell/Hung,Trad,,80,2600
2021-10-18,"Snuffy Smith",5.9,,https://www.mountainproject.com/route/105820358/snuffy-smith,1,"Oregon > Central Oregon > Smith Rock > (i) The Fourth Horseman",2.4,-1,Lead,Onsight,Sport,,80,2400
2021-10-17,Rebirth,5.8,,https://www.mountainproject.com/route/109341339/rebirth,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.8,-1,Lead,Onsight,Sport,,,2100
2021-10-15,"Sharing is Caring",5.11c,"First pitch only",https://www.mountainproject.com/route/114024060/sharing-is-caring,3,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",2.8,-1,Lead,Onsight,Sport,,300,5200
2021-10-15,"Honey Pot",5.9+,,https://www.mountainproject.com/route/105814633/honey-pot,1,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",2.8,-1,Lead,,Sport,,80,2500
2021-10-15,"Teddy Bear's Picnic",5.10b,"Climbed Honey Pot as first pitch then finished at regular anchor",https://www.mountainproject.com/route/105806895/teddy-bears-picnic,3,"Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall",2.8,-1,Lead,Onsight,Sport,,270,2900
2021-10-15,"Dances with Clams",5.10a/b,"Hung at last bolt, before crux",https://www.mountainproject.com/route/105821110/dances-with-clams,1,"Oregon > Central Oregon > Smith Rock > (u) Red Wall",2.5,-1,Lead,Fell/Hung,Sport,,35,2800
2021-10-15,Papillion,5.8+,,https://www.mountainproject.com/route/106033085/papillion,1,"Oregon > Central Oregon > Smith Rock > (u) Red Wall",2.3,-1,Lead,,Sport,,,2200
2021-10-14,"Pioneer Route","5.7 C0",,https://www.mountainproject.com/route/105791058/pioneer-route,3,"Oregon > Central Oregon > Smith Rock > (s) Monkey Face",3.5,-1,Lead,Onsight,"Trad, Sport, Aid",,250,1800
2021-10-13,"Light on the Path",5.10a,"Got help for 1st bolt. Onsighted the rest",https://www.mountainproject.com/route/105789064/light-on-the-path,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",2.9,-1,Lead,,Sport,,60,2600
2021-10-12,Ancylostoma,5.9,,https://www.mountainproject.com/route/106193143/ancylostoma,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",1.9,-1,Lead,Onsight,Sport,,,2400
2021-10-11,Morgantown,5.10b,"Hard! ",https://www.mountainproject.com/route/105793686/morgantown,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.7,-1,Lead,Onsight,Sport,,40,2900
2021-10-11,"Rope de Dope Crack",5.8,,https://www.mountainproject.com/route/106157138/rope-de-dope-crack,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.1,-1,TR,,Trad,,50,2100
2021-10-11,"How Low Can You Go?",5.7,,https://www.mountainproject.com/route/106498560/how-low-can-you-go,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",1.9,-1,Lead,Onsight,"Sport, TR",,,1800
2021-10-11,"Immortal Beloved",5.9,,https://www.mountainproject.com/route/106157147/immortal-beloved,1,"Oregon > Central Oregon > Smith Rock > (j) Rope de Dope Block",2.1,-1,Lead,Onsight,Sport,,50,2400
2021-10-10,"Nightingale's on Vacation",5.10a/b,,https://www.mountainproject.com/route/105820354/nightingales-on-vacation,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.4,3,Lead,Onsight,Sport,,75,2800
2021-10-10,Irreverence,5.10a,"Fell at slippery start. No more falls or takes through rest of route. ",https://www.mountainproject.com/route/105820350/irreverence,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.3,2,Lead,Fell/Hung,Sport,,80,2600
2021-10-10,Orion,5.10a,,https://www.mountainproject.com/route/110643424/orion,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",2.8,-1,Lead,Onsight,Sport,,85,2600
2021-10-10,"Risky Pass",5.10c,,https://www.mountainproject.com/route/111937311/risky-pass,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",2.9,-1,Lead,Fell/Hung,Sport,,110,3200
2021-10-10,"Hawks Nest",5.9,,https://www.mountainproject.com/route/108823278/hawks-nest,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",2.8,-1,Lead,Onsight,Sport,,60,2400
2021-10-07,"Taste of Honey",5.9,,https://www.mountainproject.com/route/114447913/taste-of-honey,3,"Oregon > Southwest Oregon > The Honeycombs > Forbidden Comb",3.7,-1,Follow,,Sport,,230,2400
2021-10-06,"Equinox, direct",5.10a,"Did 5.8 variations",https://www.mountainproject.com/route/115651900/equinox-direct,2,"Oregon > Southwest Oregon > The Honeycombs > South Comb > Clock Tower",3.2,-1,Lead,Onsight,Sport,,115,2600
2021-10-06,"Burning Man",5.10a,,https://www.mountainproject.com/route/117046682/burning-man,1,"Oregon > Southwest Oregon > The Honeycombs > South Comb > Fire Dome",2.4,-1,Lead,Onsight,Sport,,45,2600
2021-10-06,Shorty,5.10a,,https://www.mountainproject.com/route/114814995/shorty,1,"Oregon > Southwest Oregon > The Honeycombs > South Comb > Fire Dome",2.9,3,Lead,Onsight,Sport,,30,2600
2021-10-06,"Mystic Monkey",5.9,,https://www.mountainproject.com/route/114427825/mystic-monkey,1,"Oregon > Southwest Oregon > The Honeycombs > South Comb > Fire Dome",3.4,-1,Lead,Onsight,Sport,,95,2400
2021-10-06,"Looks Easy",5.8,,https://www.mountainproject.com/route/114957421/looks-easy,1,"Oregon > Southwest Oregon > The Honeycombs > South Comb > Fire Dome",2.7,-1,Lead,Onsight,Sport,,95,2100
2021-10-05,"Double Jointed",5.9,,https://www.mountainproject.com/route/114427803/double-jointed,1,"Oregon > Southwest Oregon > The Honeycombs > South Comb > Fire Dome",2.9,-1,Lead,Onsight,Sport,,60,2400
2021-10-05,"Double Stuff",5.9,,https://www.mountainproject.com/route/113337842/double-stuff,1,"Oregon > Southwest Oregon > The Honeycombs > North Comb",2.9,3,Lead,Onsight,Sport,,95,2400
2021-10-05,"Moms House",5.8,,https://www.mountainproject.com/route/113337790/moms-house,1,"Oregon > Southwest Oregon > The Honeycombs > North Comb",2.7,-1,Lead,Onsight,Sport,,55,2100
2021-10-05,Stinger,5.8,,https://www.mountainproject.com/route/114616062/stinger,1,"Oregon > Southwest Oregon > The Honeycombs > North Comb",2.4,-1,Lead,Onsight,Sport,,55,2100
2021-10-03,Dancer,5.7,,https://www.mountainproject.com/route/105789169/dancer,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.3,-1,Lead,Onsight,Sport,,,1800
2021-10-03,"Earth Boys",5.10b,,https://www.mountainproject.com/route/106798065/earth-boys,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.6,-1,TR,,Sport,,60,2900
2021-10-03,"Lichen It",5.7+,,https://www.mountainproject.com/route/106191286/lichen-it,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",2.2,-1,Lead,Onsight,Sport,,,1900
2021-10-03,Jete,5.8,,https://www.mountainproject.com/route/105789165/jete,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.0,-1,Lead,Onsight,Sport,,,2100
2021-10-03,"Night Flight",5.5,,https://www.mountainproject.com/route/107117827/night-flight,1,"Oregon > Central Oregon > Smith Rock > (k) The Dihedrals",1.8,-1,Lead,Onsight,Sport,,,1500
2021-10-03,"Phone Call From Satan",5.9,,https://www.mountainproject.com/route/105803921/phone-call-from-satan,1,"Oregon > Central Oregon > Smith Rock > (e) Western Ship - River Face",3.1,3,Lead,Flash,Sport,,95,2400
2021-09-30,"Buzzer Beater",5.10+,"I led/linked P1 and P2. I onsighted P1(!) and got up P2 after falling/taking several times. Lots of loose rock on the route. Super awesome though. Easily my proudest lead so far!!",https://www.mountainproject.com/route/119021170/buzzer-beater,1,"Oregon > Central Oregon > Smith Rock > (v) Monument Area > (7) The Monument > The Monument Base Area",3.1,-1,Lead,,Sport,,270,3300
